"","name.x","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922","name.y","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","begin periode","einde periode","year","month","day","re","dugobo","fogobo","duprbo","foprbo","dush","fosh","cash","misc","debt","ta11","tl11","nw11","ta0","tl0","nw0","function","yod","placeofd","yob","aod","polparty","poldir","activityst","activityend","beginyr","endyr","tenure","w_deflated","w_deflated2","harnas2","harnas5"
"486","Lambert de Ram","Lambertus Dominicus Johannes Ludovicus Ram","01079",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,"Lambertus Dominicus Johannes Ludovicus Ram","Ram","L.D.J.L.","Lambertus Dominicus Johannes Ludovicus","Lambert","de","m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP)","1888-05-01","1913-09-15","1913","09","15",0,5062,0,33041,0,44497,0,612,630,-142655.82,83850.51,-142655.82,-58806,83850.31,-142655.82,-58805.51,"2e kamerlid",1917,"zh",1842,75,"Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP)","conservatief","01-05-1888","15-09-1913",1888,1913,25,-42815.0244924338,-42815.3812508736,0,1
"487","Aris Kool","Aris Kool","00731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Aris Kool","Kool","A.","Aris",NA,NA,"m","liberaal","1897-11-09","1901-09-16","1901","09","16",14214,2100,0,9496,0,1209,0,815,2201,-10201.33,10081.48,-391.41,9690.07,10081.48,-391.41,9690.07,"2e kamerlid",1914,"nh",1837,77,"liberaal","liberal","09-11-1897","16-09-1901",1897,1901,4,9298.20039598076,9298.20039598076,0,0
"488","Otto Jacob Eifelanus van Wassenaer van Catwijck","Otto Jacob Eifelanus Wassenaer van Catwijck","01510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Otto Jacob Eifelanus Wassenaer van Catwijck","Wassenaer van Catwijck","O.J.E.","Otto Jacob Eifelanus",NA,"baron van","m","antirevolutionair;Vrij-AR;CHP;CHU","1888-05-01","1914-05-15","1914","05","15",779423,0,0,15441,1425,309414,7124,1708,37496,-283800.21,1152044.96,-283800.21,868244.75,1152044.96,-283800.21,865244.75,"1e kamerlid, 2e kamerlid",1939,"zh",1856,83,"CHU","conservatief","01-05-1888","19-09-1932",1888,1932,44,702439.672345704,704875.190176974,0,0
"489","Petrus Abraham Samuel van Limburg Brouwer","Petrus Abraham Samuel Limburg Brouwer","00823",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petrus Abraham Samuel Limburg Brouwer","Limburg Brouwer","P.A.S.","Petrus Abraham Samuel",NA,"van","m","Puttianen;liberaal","1864-02-16","1868-01-02","1868","01","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Pieter Christaan Jacobus Hennequin","Pieter Christiaan Jacobus Hennequin","00562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Pieter Christiaan Jacobus Hennequin","Hennequin","P.Ch.J.","Pieter Christiaan Jacobus",NA,NA,"m","Liberale Unie;oud- of vrije liberalen","1891-09-15","1909-09-20","1909","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Willem van Manen Jzn.","Willem Manen","00873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Willem Manen","Manen","W.","Willem",NA,"van","m","ARP","1909-09-16","1909-09-20","1909","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Joannes Coenraad Jansen","Joannes Coenraad Jansen","00635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Joannes Coenraad Jansen","Jansen","J.C.","Joannes Coenraad",NA,NA,"m","Liberale Unie","1905-09-19","1918-09-16","1918","09","16",19000,58014,970,81431.1,3366,31126,0,3377,5732,-1354.23,202992.86,-1354.23,201638.63,202992.86,-1354.23,201638.63,"2e kamerlid, minister",1925,"zh",1840,85,"Liberale Unie","liberal","21-08-1891","16-09-1918",1891,1918,27,136719.685925962,136719.685925962,0,0
"493","Willem Hubert Pijls","Willem Hubert Pyls","01065",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Willem Hubert Pyls","Pyls","W.H.","Willem Hubert","Hubert",NA,"m","liberaal","1869-09-21","1873-09-14","1873","09","14",538914,13529,0,199255.51,0,50452,0,1168.75,14527.41,-6414.47,803982.21,-6414.47,843083.59,849498.06,-6414.47,843083.59,"1e kamerlid, 2e kamerlid",1903,"lb",1819,84,"Rooms-Katholieken","conservatief","21-09-1869","16-10-1899",1869,1899,30,845536.465073548,845536.465073548,0,1
"494","Arnold Kerdijk","Arnold Kerdijk","00682",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,"Arnold Kerdijk","Kerdijk","A.","Arnold","Nol",NA,"m","Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub","1887-09-19","1901-09-16","1901","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Henri Fran�ois Rudolf Hubrecht","Henri Fran�ois Rudolf Hubrecht","00613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Henri François Rudolf Hubrecht","Hubrecht","H.F.R.","Henri François Rudolf",NA,NA,"m","Liberale Unie","1901-09-17","1918-09-16","1918","09","16",122940,760281,12697,685081,248077,947083.7,581711,26577,26387.11,-208563.59,3419924.09,-208563.59,3211360.5,3419924.09,-208563.59,3211360.5,"2e kamerlid, gedeputeerde",1926,"nh",1844,82,"Liberale Unie","liberal","17-09-1901","16-09-1918",1901,1918,17,2221309.14953033,2221309.14953033,0,0
"496","Cornelis Herman den Hertog","Cornelis Herman Hertog","00567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Cornelis Herman Hertog","Hertog","C.H.","Cornelis Herman",NA,"den","m","Liberale Unie","1901-04-16","1902-10-29","1902","10","29",0,0,0,876.35,0,0,0,545,10371.1,-11873,2090,-2249,-159,2090,-2249,-159,"2e kamerlid",1902,"nh",1846,56,"Liberale Unie","liberal","16-04-1901","29-10-1902",1901,1902,1,-172.976181585583,-172.976181585583,1,1
"497","George Auguste Vorsterman van Oyen","George Auguste Vorsterman van Oijen","01472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"George Auguste Vorsterman van Oijen","Vorsterman van Oijen","G.A.","George Auguste",NA,NA,"m","VDB","1909-09-21","1913-09-15","1913","09","15",0,4740,172,2766,0,262,0,1530,239,-400.28,9633.84,-400.28,9233.55,9633.84,-400.2,9233.55,"2e kamerlid",1915,"ze",1836,79,"VDB","socialist","21-09-1909","15-09-1913",1909,1913,4,7623.73218883042,7623.73218883042,1,1
"498","Johannes van Leeuwen","Johannes Leeuwen","00796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Johannes Leeuwen","Leeuwen","J.","Johannes","Jan","van","m","SDAP","1913-09-16","1918-09-16","1918","09","16",15000,1221,69,834,112,19310,0,3670,0,-6995.71,38390.11,-6995.71,15697.16,19195.05,-3907.09,15287.96,"2e kamerlid",1922,"ut",1868,54,"SDAP","socialist","16-09-1913","16-09-1918",1913,1918,5,10170.7209697555,10442.9521255686,0,1
"499","�neas Mackay ","�neas Mackay","00861",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Æneas Mackay","Mackay","Æ.","Æneas",NA,"baron","m","antirevolutionair","1848-07-11","1862-06-30","1862","06","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Egbert Broer Kielstra","Egbert Broer Kielstra","00696",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"Egbert Broer Kielstra","Kielstra","E.B.","Egbert Broer",NA,NA,"m","liberaal","1884-11-17","1894-03-19","1894","03","19",32500,44258,6973,303106,22036.62,358827,2238.2,1835,12487,-10053.14,784267.95,-10053,769814.81,784267.95,-10053,786814.81,"2e kamerlid",1920,"zh",1844,76,"liberaal","liberal","17-11-1884","19-03-1894",1884,1894,10,451184.100166606,441435.77107398,0,0
"501","Jacobus Marinus Pijnacker Hordijk","Jacobus Marinus Pijnacker Hordijk","01067",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"Jacobus Marinus Pijnacker Hordijk","Pijnacker Hordijk","J.M.","Jacobus Marinus",NA,NA,"m","Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub;VDB","1891-09-15","1905-09-18","1905","09","18",171184,484821,128100,435359,97540,2227294,3622,12016,57644,-553864.78,3886829.8,-553864.78,1665482.51,1958020,-284512,1673508,"2e kamerlid",1918,"zh",1842,76,"Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub;VDB","liberal","15-09-1891","18-09-1905",1891,1905,14,1059407.61126147,1054327.10660294,0,0
"502","Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt","Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt","00327",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt","Dommer van Poldersveldt","G.E.G.C.K.","Gustaaf Eugenius Gijsbert Constant Karel",NA,NA,"m","conservatief (katholiek)","1849-02-13","1862-05-16","1862","05","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Paul Ther�se van der Maesen de Sombreff","Paul Theresia Maesen de Sombreff","00870",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paul Theresia Maesen de Sombreff","Maesen de Sombreff","P.Th.","Paul Theresia",NA,"van der","m","Thorbeckiaan","1864-09-20","1873-09-14","1873","09","14",3000,2445,15806,3650,64303,8580,2543,816,6919,-1487.99,124837.13,-1487.99,59367.64,62468.56,-3100.92,59367.64,"2e kamerlid, minister",1902,"lb",1827,75,"liberaal","liberal","12-03-1862","14-09-1873",1862,1873,11,64586.0860185377,64586.0860185377,0,0
"504","Gerlach Cornelis Joannes van Reenen ","Gerlach Cornelis Joannes Reenen","01092",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gerlach Cornelis Joannes Reenen","Reenen","G.C.J.","Gerlach Cornelis Joannes",NA,"van","m","conservatief","1858-05-03","1875-09-19","1875","09","19",111010,45784,311214,34009,26787,49215,102,2041,13305,-6036.13,593477.22,-6036.13,587441.08,593586.26,-6016.13,587570.13,"2e kamerlid, minister",1893,"zh",1818,75,"conservatief","conservatief","19-04-1853","19-09-1875",1853,1875,22,691295.403671918,691143.572141878,0,0
"505","Constant Maurits Ernst van L�ben Sels","Constant Maurits Ernst L�ben Sels","00833",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Constant Maurits Ernst Löben Sels","Löben Sels","C.M.E.","Constant Maurits Ernst",NA,"van","m","antirevolutionair","1888-07-10","1894-03-19","1894","03","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Floris Willem van Styrum ","Floris Willem Styrum","01324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Floris Willem Styrum","Styrum","F.W.","Floris Willem",NA,"van","m","oud- of vrije liberalen","1900-05-31","1909-09-20","1909","09","20",32500,0,0,0,0,0,0,0,0,-122805.94,97133.04,-122805.94,-25672.9,97133.04,-122805.94,-25672.9,"2e kamerlid",1929,"nh",1855,74,"oud- of vrije liberalen","liberal","31-05-1900","20-09-1909",1900,1909,9,-17758.0336013279,-17758.0336013279,0,0
"507","Pieter Rudolf Mees","Pieter Rudolf Mees","00888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Pieter Rudolf Mees","Mees","P.R.","Pieter Rudolf",NA,NA,"m","VDB","1905-09-19","1909-09-20","1909","09","20",32000,12985,6543.4,134815,9755,71615.2,714,14010,6505,-6698.75,284558.33,-5948.75,278609.58,292588,-5948,286640,"2e kamerlid",1931,"zh",1849,82,"VDB","socialist","19-09-1905","20-09-1909",1905,1909,4,215112.065250626,209085.550350298,0,0
"508","Jan Samuel Fran�ois van Hoogstraten","Jan Samuel Fran�ois Hoogstraten","00601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jan Samuel François Hoogstraten","Hoogstraten","J.S.F.","Jan Samuel François",NA,"van","m","ARP","1909-09-21","1913-09-15","1913","09","15",8100,21909,667,44693,1160,35833,0,2272,13318,-56164.05,119287.15,-56164.05,63125.1,120087.44,-56164.05,71924.79,"2e kamerlid",1936,"zh",1859,77,"ARP","conservatief","21-09-1909","15-09-1913",1909,1913,4,60367.2179332418,52981.5473741068,0,0
"509","Franciscus Lieftinck","Franciscus Lieftinck","00815",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Franciscus Lieftinck","Lieftinck","F.","Franciscus",NA,NA,"m","liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub","1879-02-18","1917-06-26","1917","06","26",69956,0,3,6051,2262,58924.8,6474,1020,23872,-28099.5,168520.69,-28099.5,140421.18,168520.69,-28099.5,140421.18,"2e kamerlid",1917,"nh",1835,82,"liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub","liberal","18-02-1879","26-06-1917",1879,1917,38,102237.634890956,102237.634890956,1,1
"510","Isa�c Abraham Levy","Isa�c Abraham Levy","00809",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Isaäc Abraham Levy","Levy","I.A.","Isaäc Abraham",NA,NA,"m","Liberale Unie","1887-11-14","1894-03-19","1894","03","19",0,21736.5,2416.3,18136,644,33.65,1,1591.8,6426,-1736,50985,-2281,45705,50985.07,-2280.07,48705,"2e kamerlid",1920,"nh",1836,84,"Liberale Unie","liberal","14-11-1887","19-03-1894",1887,1894,7,27928.9628503746,26208.6694810876,0,0
"511","Willem Adriaan Viruly Verbrugge","Willem Adriaan Viruly Verbrugge","01437",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,"Willem Adriaan Viruly Verbrugge","Viruly Verbrugge","W.A.","Willem Adriaan",NA,NA,"m","Thorbeckiaan;liberaal;oud- of vrije liberalen","1863-03-09","1897-09-20","1897","09","20",82521,85658,55230,234385,3380,148718,2628,4000,8682,-3337.09,568106.16,-3337.09,564769.07,568106.16,-3337.09,564769.07,"2e kamerlid",1908,"zh",1830,78,"Thorbeckiaan;liberaal;oud- of vrije liberalen","liberal","09-03-1863","20-09-1897",1863,1897,34,579068.35760702,579068.35760702,0,0
"512","Otto Jacob Eifelanus van Wassenaer van Catwijck","Otto Jacob Eifelanus Wassenaer van Catwijck","01510",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"Otto Jacob Eifelanus Wassenaer van Catwijck","Wassenaer van Catwijck","O.J.E.","Otto Jacob Eifelanus",NA,"baron van","m","antirevolutionair;Vrij-AR;CHP;CHU","1888-05-01","1914-05-15","1914","05","15",779423,0,0,15441,1425,309414,7124,1708,37496,-283800.21,1152044.96,-283800.21,868244.75,1152044.96,-283800.21,865244.75,"1e kamerlid, 2e kamerlid",1939,"zh",1856,83,"CHU","conservatief","01-05-1888","19-09-1932",1888,1932,44,702439.672345704,704875.190176974,0,0
"513","Pieter Rink","Pieter Rink","01113",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,"Pieter Rink","Rink","P.","Pieter",NA,NA,"m","Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub;Vrijheidsbond","1891-09-15","1922-06-23","1922","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e kamerlid, 2e kamerlid, minister",1941,"zh",1851,90,"Liberale Unie","liberal","15-09-1891","19-09-1932",1891,1932,41,NA,NA,0,0
"514","Nicolaas Glinderman","Nicolaas Glinderman","00463",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Nicolaas Glinderman","Glinderman","N.","Nicolaas",NA,NA,"m","antirevolutionair","1888-05-01","1891-09-14","1891","09","14",0,0,0,901.5,0,5156.5,0,10,50,-2830.5,8446,-3530,4915.5,8446,-3530,4915.5,"2e kamerlid",1924,"nh",1843,81,"antirevolutionair","conservatief","01-05-1888","14-09-1891",1888,1891,3,3332.92095948612,3332.92095948612,0,0
"515","Laurentius Nicolaas Deckers","Laurentius Nicolaas Deckers","00292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Laurentius Nicolaas Deckers","Deckers","L.N.","Laurentius Nicolaas",NA,NA,"m","Algemeene Bond (RKSP);RKSP;KVP","1918-09-17","1946-03-31","1946","03","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Antonius Alexis Josephus Meijlink","Antonius Alexis Josephus Meijlink","00918",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antonius Alexis Josephus Meijlink","Meijlink","A.A.J.","Antonius Alexis Josephus",NA,NA,"m","conservatief (katholiek)","1854-09-20","1863-12-10","1863","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Joannes Josephus van Mulken","Joannes Josephus Mulken","00947",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joannes Josephus Mulken","Mulken","J.J.","Joannes Josephus",NA,"van","m","Thorbeckiaan","1862-09-15","1866-08-10","1866","08","10",0,0,0,1690,0,0,0,659,5768,-1373.57,6898.08,-1373.57,2762.25,4853.85,-974.79,3879.06,"2e kamerlid, minister",1879,"zh",1796,83,"liberaal","liberal","15-09-1862","17-01-1871",1862,1871,9,3316.62490151017,2361.74411692432,0,0
"518","Jan Jacob Rochussen","Jan Jacob Rochussen","01116",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Jacob Rochussen","Rochussen","J.J.","Jan Jacob",NA,NA,"m","conservatief","1852-09-20","1869-09-19","1869","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Dani�l Koorders","Dani�l Koorders","00736",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Daniël Koorders","Koorders","D.","Daniël",NA,NA,"m","conservatief","1868-03-14","1869-01-25","1869","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Cornelis Fock","Cornelis Fock","00409",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cornelis Fock","Fock","C.","Cornelis",NA,NA,"m","liberaal","1871-09-18","1871-11-29","1871","11","29",0,0,0,0,0,0,0,0,4981,-9844.5,4981,-9844.5,-4863.65,4981,-9844.5,-4863.65,"2e kamerlid, minister, gedeputeerde",1910,"zh",1828,82,"liberaal","liberal","04-06-1868","29-11-1871",1868,1871,3,-4996.9166420372,-4996.9166420372,0,0
"521","Dionysius Adrianus Petrus Norbertus Koolen","Dionysius Adrianus Petrus Norbertus Koolen","00733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Dionysius Adrianus Petrus Norbertus Koolen","Koolen","D.A.P.N.","Dionysius Adrianus Petrus Norbertus",NA,NA,"m","Algemeene Bond (RKSP)","1905-09-19","1925-08-03","1925","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Louis Hermans","Louis Maximiliaan Hermans","00565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Louis Maximiliaan Hermans","Hermans","L.M.","Louis Maximiliaan","Louis",NA,"m","SDAP","1918-09-17","1921-09-19","1921","09","19",5000,0,0,4698,0,0,0,1265,1460,-1223.41,12425,-1223.41,5286.74,6241.26,-926.02,5315.24,"1e kamerlid, 2e kamerlid",1943,"ge",1861,82,"SDAP","socialist","16-09-1925","07-06-1937",1925,1937,12,3248.49140803472,3231.07319077096,0,0
"523","Lambertus Eduard Lenting","Lambertus Eduard Lenting","00808",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lambertus Eduard Lenting","Lenting","L.E.","Lambertus Eduard",NA,NA,"m","Thorbeckiaan;liberaal;Kappeynianen","1868-03-02","1881-11-19","1881","11","19",0,5717.5,71039.42,47160.82,0,62369.615,0,3564.28,4570.445,-95345.255,39434.045,-18025.27,21408.775,39434.045,-18025.27,21408.775,"2e kamerlid",1881,"zh",1822,59,"Thorbeckiaan;liberaal;Kappeynianen","liberal","02-03-1868","19-11-1881",1868,1881,13,18194.6546483214,18194.6546483214,1,1
"524","Jan Rudolf Meesters","Jan Rudolf Meesters","00894",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Jan Rudolf Meesters","Meesters","J.R.","Jan Rudolf",NA,NA,"m","Liberale Unie","1886-07-14","1888-03-26","1888","03","26",26847,0,31227,6424,22331,4581,2760,220,3152,-552.97,100239.22,-552.97,99463.14,100239.72,-776.07,99463.64,"2e kamerlid, gedeputeerde",1900,"ov",1822,78,"Liberale Unie","liberal","14-07-1886","26-03-1888",1886,1888,2,99463.64,99463.14,0,0
"525","Jan Jacob Willinge ","Jan Jacob Willinge","01551",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"Jan Jacob Willinge","Willinge","J.J.","Jan Jacob",NA,NA,"m","vooruitstrevende kamerclub;'club-Pyttersen';liberaal;Liberale Unie","1894-05-16","1904-09-05","1904","09","05",13043,11827.875,120.1875,38993.875,0,375,0,0,1598.625,-1762.63125,65765.6,-1167.24,64958.36,66360.89,-2902.63,63458.26,"1e kamerlid, 2e kamerlid",1926,"zh",1849,77,"liberaal","liberal","16-05-1894","27-05-1907",1894,1907,13,43894.2976197391,44931.9219709169,0,0
"526","Antonius Everdinus van Kempen","Antonius Everdinus Kempen","00678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Antonius Everdinus Kempen","Kempen","A.E.","Antonius Everdinus",NA,"van","m","ARP","1897-09-21","1902-10-27","1902","10","27",40252,0,0,21233,0,104991.71,0,0,82,-46076.27,166565.01,-46076.27,120407.74,166565.21,-46076.27,120488.94,"2e kamerlid",1902,"zh",1843,59,"ARP","conservatief","21-09-1897","27-10-1902",1897,1902,5,131079.979650908,130991.642129243,1,1
"527","Albertus de Jong","Albertus Jong","00647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Albertus Jong","Jong","A.","Albertus",NA,"de","m","ARP","1909-09-21","1910-09-19","1910","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Maup Mendels","Maurits Mendels","00902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Maurits Mendels","Mendels","M.","Maurits","Maup",NA,"m","SDAP","1913-09-16","1918-09-16","1918","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Cornelis Jacob Sickesz","Cornelis Jacob Sickesz","01246",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cornelis Jacob Sickesz","Sickesz","C.J.","Cornelis Jacob",NA,NA,"m","liberaal","1877-12-04","1882-11-13","1882","11","13",264426,34613,36212,68956,27401,93161,798,1123,26938,-283078.94,553637,-283078.94,270558.13,553637.07,-283078.94,270558.13,"1e kamerlid, 2e kamerlid",1904,"bu",1839,65,"liberaal","liberal","04-12-1877","10-01-1898",1877,1898,21,273139.811443307,273139.811443307,0,0
"530","Hubert Philippus de Kanter","Hubert Philippus Kanter","00671",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Hubert Philippus Kanter","Kanter","H.Ph.","Hubert Philippus",NA,"de","m","Liberale Unie;vooruitstrevende kamerclub","1891-09-15","1897-09-20","1897","09","20",18500,111,0,6739,90,8935,322,330,3610,-19559,38636,-21205,17431,38635,-20205,18430,"2e kamerlid",1906,"nh",1844,62,"Liberale Unie;vooruitstrevende kamerclub","liberal","15-09-1891","20-09-1897",1891,1897,6,18801.0429443487,17781.930524305,0,0
"531","Eduard Ellis van Raalte","Eduard Ellis Raalte","01075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,"Eduard Ellis Raalte","Raalte","E.E.","Eduard Ellis",NA,"van","m","vrijzinnig-democratische kamerclub;VDB;Liberale Unie","1897-09-21","1918-09-16","1918","09","16",58000,19110,16238,27646.6,8718,69544,1700,5000,16775,-15243.58,222692.22,-15243.58,102624.57,111346.11,-8721.54,102624.57,"2e kamerlid, minister",1921,"zh",1841,80,"VDB","socialist","21-09-1897","16-09-1918",1897,1918,21,63356.2821968449,63356.2821968449,0,1
"532","Dirk de Klerk","Dirk Klerk","00704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"Dirk Klerk","Klerk","D.","Dirk",NA,"de","m","vrijzinnig-democratische kamerclub;Liberale Unie","1897-09-21","1913-09-15","1913","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
